timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
9.049436,-0.147611,-0.743434,0.065643,0.296254,0.020174,0.337308
9.074669,-0.051387,-0.735075,0.065052,0.286649,-0.042705,0.123015
9.108066,-0.003545,-0.757704,0.082756,0.237230,0.120273,0.214046
9.124406,0.003906,-0.901944,0.119847,0.277026,-0.097384,0.195025
9.148711,-0.059060,-0.817559,0.000682,0.145008,0.056093,0.227232
9.167836,0.147278,-0.956823,0.020832,-0.018030,-0.060482,0.110973
9.201323,-0.004175,-1.121749,0.016483,-0.147389,-0.116001,0.016226
9.225532,-0.029461,-1.191136,-0.121095,-0.111170,0.025374,0.032267
9.247473,0.038741,-1.255086,-0.120422,-0.233793,0.044902,-0.000580
9.279354,0.092693,-1.386450,-0.211403,-0.371286,-0.008412,0.092710
9.298253,-0.017888,-1.291461,-0.030989,-0.349129,-0.002889,-0.246919
9.319829,0.024859,-1.327249,-0.053584,-0.398177,-0.150496,-0.112599
9.347377,-0.088026,-1.412864,-0.109551,-0.435275,-0.011223,-0.191562
9.373972,0.144644,-1.328297,-0.106227,-0.326411,0.035915,-0.075995
9.399124,-0.029828,-1.290558,-0.184099,-0.361482,0.006840,-0.124478
9.424970,0.036130,-1.076541,-0.061987,-0.061317,0.090816,-0.354449
9.445419,0.002390,-0.827283,0.008414,0.200079,-0.047175,-0.191168
9.471153,-0.048743,-0.842849,0.047352,0.284474,0.115072,-0.091380
9.492439,0.069621,-0.744679,0.080651,0.312163,0.029982,-0.043249
9.524274,0.034233,-0.644011,0.141487,0.497087,-0.019919,0.163669
9.555863,0.037526,-0.642857,0.105764,0.399957,0.006327,0.120216
9.578913,0.008845,-0.622492,0.086273,0.192553,0.034691,0.178192
9.594102,0.039965,-0.807894,0.131679,0.334022,0.057239,0.202879
9.622530,0.068334,-0.803900,0.083159,0.244767,0.024285,0.150192
9.654814,-0.034528,-0.898867,0.058974,0.074051,0.008627,0.146228
9.673205,0.097762,-0.925667,0.146696,0.119518,-0.116913,0.153435
9.698088,0.050736,-1.049678,-0.066524,-0.065495,-0.018588,0.143683
9.719382,0.104156,-1.084908,-0.003389,-0.178708,0.034846,0.234317
9.757018,0.086787,-1.172098,-0.135733,-0.145635,0.108589,-0.004089
9.779073,0.072166,-1.303957,-0.135176,-0.229984,0.129070,-0.098126
9.795653,-0.022812,-1.192043,-0.102736,-0.324204,0.123785,0.023976
9.828693,0.096713,-1.366720,-0.018893,-0.466976,0.049747,-0.235191
9.846114,0.058732,-1.353366,-0.162465,-0.342437,0.088486,-0.082086
9.875331,-0.033477,-1.392984,-0.018666,-0.322971,-0.015671,-0.030995
9.904771,-0.022754,-1.343895,-0.065422,-0.313101,0.012277,-0.220775
9.921305,-0.048197,-1.353492,-0.071573,-0.302379,-0.022425,-0.166560
9.946295,-0.035489,-1.054912,0.062800,-0.199811,0.053628,-0.115898
9.970713,0.021683,-0.878437,0.102129,0.013695,0.019670,-0.145668
9.999610,0.013054,-0.842291,0.068991,0.263801,-0.010875,-0.094903
10.028190,-0.057826,-0.678272,0.002805,0.448013,0.002529,0.051661
10.053215,0.122124,-0.675285,0.118974,0.425726,-0.030315,0.056297
10.081443,-0.033946,-0.623459,0.086965,0.275020,0.035149,0.211686
10.107262,-0.053913,-0.845210,0.167021,0.329246,-0.075732,0.266318
10.127512,-0.070993,-0.694157,0.187592,0.261851,0.025742,0.200024
10.143796,-0.023592,-0.862482,0.159676,0.263182,0.076370,0.126581
10.170867,-0.041459,-0.826969,-0.124522,0.161775,0.034679,0.129809
10.201960,-0.078235,-0.869063,0.112158,0.140160,0.018560,0.134399
10.225725,-0.036207,-0.987765,0.058068,-0.058180,-0.029454,0.172786
10.249181,0.016034,-1.046784,-0.103202,-0.017471,0.009206,0.074287
10.272564,0.020363,-1.038648,-0.144581,-0.237737,0.060668,-0.077684
10.301504,0.040529,-1.176500,-0.111402,-0.273936,0.048806,-0.023338
10.318944,-0.091167,-1.319958,-0.146467,-0.175447,-0.001686,-0.162190
10.348887,-0.041725,-1.310965,-0.083065,-0.383968,0.069682,0.044245
10.376366,0.069017,-1.325419,-0.128526,-0.345484,-0.020410,-0.077807
10.405034,-0.108900,-1.349049,-0.208534,-0.534423,0.055532,-0.199939
10.430040,-0.001221,-1.310299,-0.058196,-0.399331,-0.014085,-0.154379
10.447087,-0.054429,-1.287315,-0.125628,-0.266636,-0.052216,-0.090695
10.469837,-0.016430,-1.192662,0.031264,-0.193664,-0.008649,-0.217945
10.499803,-0.044676,-0.761830,-0.031611,0.085784,-0.045865,-0.186929
10.526243,0.012892,-0.834807,0.134424,0.408365,-0.016542,-0.339759
10.543797,0.016974,-0.638674,0.211146,0.437814,0.108713,-0.052046
10.568612,0.083360,-0.631520,0.151445,0.319865,0.071609,0.018164
10.596955,-0.007141,-0.617890,0.009488,0.397656,-0.005133,0.194721
10.624185,0.047143,-0.815794,0.062145,0.395515,0.125493,0.237360
10.650901,0.067117,-0.791656,0.062270,0.222269,-0.008315,0.149920
10.674076,-0.026440,-0.789606,-0.023351,0.259940,0.028309,0.177472
10.699536,0.010997,-0.761165,0.028090,0.080133,0.090021,0.210606
10.728474,0.014790,-0.875468,0.051964,0.161814,0.005984,0.231807
10.748502,-0.008464,-1.123046,-0.036501,-0.056895,0.064796,0.148551
10.773344,-0.068406,-1.065826,-0.033780,-0.149726,0.052760,0.029678
10.793586,-0.063093,-1.043270,-0.137716,-0.122539,0.004045,0.124608
10.826016,-0.036363,-1.067435,-0.149996,-0.170335,0.025141,0.048902
10.853818,-0.101574,-1.268555,-0.109699,-0.335014,-0.018276,0.011632
10.877343,-0.100982,-1.183212,-0.001996,-0.464019,0.021639,-0.117578
10.896414,0.012020,-1.423865,-0.161347,-0.360597,-0.053433,-0.042213
10.929245,0.166400,-1.293737,-0.080549,-0.417623,0.104758,-0.127149
10.948655,-0.065687,-1.266076,-0.030802,-0.346998,-0.124502,-0.097736
10.981901,-0.019391,-1.265912,-0.040903,-0.267912,-0.044018,-0.313469
11.000887,-0.096455,-1.158449,0.064950,-0.234996,0.064609,-0.137929
11.029654,0.057785,-0.798054,0.106077,0.195419,0.075321,-0.233323
11.050773,-0.070213,-0.679729,0.201143,0.273741,-0.086294,-0.133727
11.075428,0.135880,-0.674658,0.122186,0.416162,0.037168,-0.092187
11.096772,-0.032949,-0.599181,0.185641,0.440800,0.035350,0.033391
11.121946,0.059272,-0.689637,0.076414,0.373116,0.003313,0.111962
11.154326,0.135032,-0.687385,0.167250,0.210037,0.010996,0.190810
11.171042,-0.016384,-0.838844,0.114861,0.236009,0.019170,0.237452
11.206279,0.053342,-0.913615,-0.012649,0.212046,0.016328,0.166033
11.217803,-0.008820,-0.799171,0.041034,0.112754,0.051309,0.083797
11.249665,-0.018709,-0.978630,-0.033915,0.174851,-0.045697,0.053074
11.272750,-0.000614,-0.972543,-0.013966,0.150380,-0.010501,0.047660
11.306764,-0.029353,-1.130891,-0.130753,-0.261312,-0.026714,0.145278
11.322903,0.080580,-1.066096,-0.088867,-0.133103,-0.017933,0.034427
11.348043,-0.053866,-1.226158,-0.050432,-0.255662,0.015491,-0.065778
11.371555,-0.073294,-1.228021,-0.071251,-0.318886,-0.085520,0.043168
11.402552,0.024222,-1.238035,-0.105606,-0.445999,0.023585,-0.043704
11.424040,-0.056568,-1.210077,-0.055827,-0.350276,0.055094,-0.071956
11.449655,-0.008540,-1.324755,-0.222619,-0.415507,0.047367,-0.131366
11.468655,-0.061516,-1.345492,-0.110444,-0.390193,-0.120462,-0.268741
11.498498,0.001990,-1.228615,-0.114079,-0.354508,0.035490,-0.117271
11.523585,-0.168033,-1.150041,-0.028619,-0.100570,0.002757,-0.218449
11.547148,-0.062503,-0.893642,0.104745,0.138536,-0.004928,-0.189166
11.581752,-0.001878,-0.714699,-0.050512,0.256420,-0.033266,-0.131407
11.609512,0.035847,-0.746814,0.185042,0.419134,0.062006,-0.099527
11.624500,-0.103065,-0.725098,0.043421,0.355048,-0.038308,0.119332
11.647856,0.021355,-0.590988,0.152241,0.350251,-0.047184,0.174625
11.677628,0.023070,-0.698405,0.076207,0.408894,0.084130,0.177514
11.703019,-0.040453,-0.799593,0.131555,0.287918,-0.055357,0.104675
11.721190,0.104876,-0.807513,0.098864,0.336260,0.023729,0.137277
11.752225,-0.039112,-0.871767,0.046305,0.163113,-0.061265,0.143281
11.772702,0.019958,-0.835377,0.078416,0.147015,-0.029742,0.155037
11.798205,0.043381,-1.021633,-0.061224,0.065539,0.091885,0.000022
11.824221,-0.053927,-1.081696,0.005152,-0.167648,-0.081223,0.063160
11.853463,0.047234,-1.083049,0.032287,-0.147754,0.091580,0.052176
11.875468,0.006486,-1.202380,0.032361,-0.155123,-0.009370,-0.101087
11.901402,0.128678,-1.176487,-0.148022,-0.238193,0.006208,-0.150531
11.925580,-0.028569,-1.346449,-0.102857,-0.277324,0.115547,-0.065969
11.942737,-0.097433,-1.256046,-0.076123,-0.259349,-0.082534,-0.138985
11.980287,-0.020527,-1.260711,-0.103049,-0.406358,-0.020544,-0.115333
11.999603,0.016954,-1.295795,-0.124738,-0.374554,0.025752,-0.192299
12.022799,-0.073877,-1.230657,-0.090727,-0.300684,0.015892,-0.293236
12.046038,-0.115399,-1.193569,-0.077123,-0.120671,-0.088124,-0.179835
12.069389,0.036694,-0.898438,0.081050,0.156014,0.004645,-0.283032
12.100837,0.030623,-0.765237,-0.006600,0.321380,0.116939,-0.140743
12.129205,0.061915,-0.727244,0.139169,0.418477,0.027592,-0.112432
12.149652,0.047912,-0.704851,0.055190,0.314684,0.038183,0.097072
12.173555,0.009215,-0.687138,0.134299,0.323797,0.082674,0.106836
12.201393,0.058921,-0.780164,0.052259,0.341666,-0.052691,0.237420
12.212102,0.151368,-0.752098,0.173193,0.290048,-0.028315,0.200720
12.250499,0.013381,-0.890723,0.028573,0.183118,0.072337,0.222162
12.273246,0.036950,-0.899545,0.096143,0.259850,0.101437,0.053054
12.302647,0.029815,-0.931487,0.014187,0.098413,-0.091479,0.154905
12.329443,-0.039214,-1.043605,0.118451,0.002759,0.047321,0.156254
12.348839,0.037767,-1.082486,0.003438,-0.078172,-0.066221,0.143266
12.370175,-0.053951,-1.211571,0.055627,-0.248357,-0.061091,0.181776
12.402782,-0.031983,-1.189959,0.002417,-0.241522,-0.057263,-0.040184
12.425106,-0.049936,-1.210496,-0.065032,-0.304136,-0.064490,-0.182011
12.452423,-0.036894,-1.277697,-0.217657,-0.372912,-0.023178,-0.120506
12.478144,-0.048265,-1.215700,-0.176518,-0.315716,-0.093387,-0.044290
12.499939,0.002861,-1.328832,-0.027881,-0.441877,-0.047414,-0.180535
12.522213,-0.020024,-1.289921,-0.061252,-0.358738,0.088924,-0.161991
12.551205,0.003495,-1.275189,0.069516,-0.288336,0.037273,-0.164020
12.575394,0.013763,-1.118667,0.025627,-0.194042,0.018384,-0.229658
12.605576,-0.099699,-0.835705,0.137044,0.168315,-0.064408,-0.172971
12.625639,0.055689,-0.861183,0.127919,0.282494,-0.049188,-0.154269
12.654911,0.076969,-0.768451,0.094006,0.307850,-0.040335,-0.003622
12.678719,-0.066085,-0.664160,0.200503,0.361164,0.074900,0.030308
12.700855,-0.002486,-0.681687,0.116275,0.372133,-0.105127,0.187383
12.715807,-0.039892,-0.689411,0.022524,0.465628,-0.047702,0.238079
12.745549,-0.076096,-0.677232,0.177396,0.317005,-0.046354,0.266297
12.777937,0.168418,-0.842329,0.086403,0.172533,-0.044501,0.181313
12.803629,-0.023614,-0.769915,0.014803,0.218305,0.108322,0.164344
12.822089,-0.132790,-0.873046,-0.051795,0.085586,-0.044226,0.212440
12.843465,0.045633,-0.869505,0.000714,0.103185,-0.140714,0.228628
12.884537,0.026074,-1.091180,-0.092332,-0.166946,-0.084641,0.050909
12.899357,0.009427,-1.055332,-0.013193,-0.220822,-0.013060,0.031073
12.917307,-0.111337,-1.260864,-0.093332,-0.284755,-0.010410,0.102275
12.952040,-0.043091,-1.119057,-0.123324,-0.353165,0.026827,-0.072416
12.981146,0.002231,-1.320952,-0.166300,-0.284136,-0.041491,-0.098864
12.991293,-0.068141,-1.345760,-0.191104,-0.343553,-0.001464,-0.047556
13.025298,-0.078541,-1.438563,-0.149617,-0.367718,0.060148,-0.213393
13.048025,0.020420,-1.290883,-0.106182,-0.343283,0.025237,-0.114300
13.074925,0.005736,-1.242754,-0.036986,-0.343408,-0.059567,-0.210382
13.102606,0.118506,-1.221769,-0.047735,-0.068654,-0.023250,-0.230621
13.121041,-0.039866,-0.978998,0.114380,0.120105,-0.044420,-0.182052
13.145481,0.004416,-0.749927,0.144522,0.371532,-0.040689,-0.235031
13.169999,0.042135,-0.792082,0.132416,0.248202,0.059914,-0.040160
13.203972,0.046381,-0.572792,0.122517,0.333885,-0.012937,0.104411
13.229512,-0.007825,-0.631216,0.201633,0.312155,-0.055544,0.056426
13.245493,0.032258,-0.730679,0.042729,0.354201,0.064430,0.201188
13.279678,0.088998,-0.751609,0.071227,0.254573,0.081866,0.181806
13.297393,-0.026328,-0.838200,0.161824,0.232920,-0.026323,0.211303
13.325207,0.121209,-0.817932,0.007397,0.082401,0.129887,0.084494
13.348131,-0.019149,-0.900839,-0.003160,0.197985,0.026936,0.271485
13.373900,-0.013406,-1.059809,0.045299,0.043784,-0.053678,0.093865
13.405801,-0.107961,-1.144286,0.030389,-0.162414,0.006663,0.054924
13.425781,0.063456,-1.101748,-0.053186,-0.115262,-0.090426,0.186874
13.446712,0.076399,-1.135622,-0.042600,-0.197932,0.063122,-0.017410
13.481674,-0.104123,-1.200719,-0.239424,-0.195052,-0.055646,-0.115540
13.507823,0.039615,-1.204838,-0.186625,-0.360398,-0.025171,-0.133731
13.525498,0.050766,-1.309120,-0.099815,-0.376987,0.041199,-0.152991
13.556716,0.037853,-1.425380,-0.144499,-0.302605,-0.092138,-0.108134
13.582499,0.014080,-1.294668,-0.198849,-0.412724,0.017793,-0.160359
13.597505,0.039164,-1.199008,-0.054812,-0.358950,0.015986,-0.268584
13.618356,-0.034855,-1.207725,-0.085544,-0.129245,-0.003537,-0.178230
13.644880,-0.051190,-1.025252,0.053857,0.007841,-0.073399,-0.286558
13.669246,0.016423,-0.816886,0.138394,0.215443,0.058001,-0.146886
13.698049,-0.062752,-0.733150,0.098123,0.298201,-0.033787,-0.040998
13.732605,0.126933,-0.713088,0.160956,0.340642,0.029450,0.102977
13.748265,0.063506,-0.672314,0.065707,0.416751,0.070927,0.086741
13.772786,-0.024517,-0.670621,-0.061228,0.218515,0.079510,0.167347
13.806257,0.097808,-0.758778,0.137949,0.193128,0.080898,0.295160
13.824101,-0.047761,-0.724133,0.007238,0.350689,0.066386,0.139510
13.851988,-0.071558,-0.846196,0.165265,0.153328,0.035868,0.283041
13.883580,0.066157,-0.871544,-0.041734,0.061485,0.008736,0.086297
13.894124,0.053957,-0.914568,-0.076613,0.051953,0.020079,0.153054
13.920369,-0.102099,-1.086369,-0.036965,-0.073287,0.068750,0.158313
13.948882,0.005842,-1.152087,-0.043388,-0.166869,-0.004807,0.151810
13.975818,-0.083744,-1.180799,-0.036115,-0.213473,0.058443,0.076146
14.000433,0.065607,-1.199584,-0.062923,-0.219332,-0.002146,0.049420
14.027104,-0.005820,-1.259698,-0.140632,-0.158531,0.006721,-0.113406
14.045236,-0.005583,-1.336253,-0.130002,-0.366344,-0.011191,-0.062639
14.073366,0.037215,-1.386812,-0.059439,-0.460695,0.079594,-0.250015
14.095010,-0.032732,-1.403180,-0.094803,-0.491099,-0.013139,-0.227506
14.124466,0.078627,-1.185343,-0.149683,-0.284564,-0.003866,-0.156859
14.152076,-0.030110,-1.200843,-0.043044,-0.153603,-0.000710,-0.169828
14.177359,0.126814,-0.966094,-0.002424,0.099596,-0.053107,-0.134724
14.200933,0.106683,-0.901570,0.211065,0.235401,0.090355,-0.180144
14.229415,-0.063385,-0.739039,0.161371,0.308565,-0.028999,-0.101475
14.244286,0.029245,-0.701693,-0.061362,0.402951,-0.034295,0.132280
14.274727,-0.016189,-0.702348,0.054403,0.289929,-0.025382,0.063463
14.301504,-0.032828,-0.815832,0.035165,0.305934,-0.102681,0.208059
14.318782,-0.059339,-0.796258,0.073013,0.292994,0.004890,0.196152
14.361297,-0.005185,-0.899034,0.061923,0.246867,0.076319,0.350452
14.372435,-0.044146,-0.938969,0.049051,0.120001,0.011809,0.241027
14.404002,0.057419,-0.922625,0.047964,0.055893,-0.026000,0.103661
14.423791,-0.056275,-1.006624,0.006885,0.104424,-0.084190,0.089960
14.450099,-0.153946,-1.108917,-0.049257,-0.109672,-0.039293,0.106055
14.474858,0.008532,-1.098658,-0.051081,-0.023393,-0.016884,0.123097
14.506877,0.147237,-1.272365,-0.001669,-0.225498,0.031236,0.008830
14.524897,-0.065288,-1.255224,-0.036457,-0.256602,-0.082336,-0.136938
14.552949,0.061561,-1.296900,-0.048039,-0.247095,0.027936,-0.107028
14.578065,-0.121825,-1.296690,-0.209365,-0.483735,0.044712,-0.020717
14.602105,-0.036829,-1.358087,-0.143709,-0.320523,-0.025654,-0.211300
14.628146,0.039954,-1.274579,-0.027454,-0.329074,-0.074197,-0.066304
14.646806,0.058219,-1.269599,-0.202739,-0.275824,-0.081955,-0.125442
14.667889,0.017352,-1.226046,-0.162862,-0.292773,-0.003332,-0.207488
14.698633,0.138504,-0.916515,-0.062948,0.042327,-0.011026,-0.194316
14.721658,-0.104454,-0.859887,0.029277,0.241604,0.058532,-0.181584
14.741243,-0.006413,-0.800714,0.084459,0.227287,-0.000790,-0.182134
14.780099,-0.001507,-0.546188,0.098331,0.311992,0.026647,0.036445
14.792604,-0.050388,-0.641232,0.131502,0.368968,0.094309,0.094312
14.832008,-0.014761,-0.703503,0.105771,0.320893,0.021487,0.289693
14.844220,0.019829,-0.558709,0.048617,0.349078,-0.015140,0.171623
14.871709,0.008264,-0.886673,0.083970,0.160829,0.018662,0.268628
14.903014,0.100109,-0.717400,0.083280,0.053718,0.037794,0.128780
14.927475,-0.022767,-0.877764,0.079830,0.066584,-0.061709,0.084742
14.954772,0.073754,-0.946660,-0.011155,0.113767,-0.014187,0.156951
14.975504,-0.011953,-1.249519,-0.127068,-0.210929,0.003937,0.067867
14.998973,0.048905,-1.054228,0.033720,-0.236035,-0.060659,0.067320
15.014495,0.049043,-1.205493,-0.104486,-0.238528,0.004012,0.064540
15.051608,-0.035089,-1.260200,-0.106095,-0.274916,0.012657,-0.028255
15.074148,-0.004344,-1.314456,-0.071206,-0.257292,0.006753,-0.050211
15.099658,-0.046438,-1.286300,-0.202348,-0.314917,0.105488,-0.102411
15.127071,0.115431,-1.344616,-0.045962,-0.469805,0.019126,-0.103123
15.155879,0.023489,-1.263907,-0.084822,-0.358685,0.049682,-0.218292
15.171638,-0.001898,-1.242183,0.002687,-0.388779,-0.036349,-0.278568
15.199124,0.010645,-1.162675,-0.134166,-0.274947,-0.069478,-0.142717
15.223673,0.038378,-0.858145,0.038757,0.025236,-0.117423,-0.165160
15.242645,0.083924,-0.750739,0.074603,0.241039,-0.028901,-0.213274
15.279060,-0.012653,-0.717752,0.061140,0.380000,-0.091975,-0.044495
15.298562,-0.007160,-0.632516,0.092751,0.390777,0.067865,0.069789
15.317494,0.123861,-0.656515,0.142603,0.475886,0.022616,0.112056
15.350954,-0.007736,-0.756225,0.130832,0.421540,-0.045870,0.140295
15.374789,0.012372,-0.716415,0.168738,0.218046,-0.034261,0.200892
15.400695,-0.055527,-0.762368,0.182140,0.269740,-0.066599,0.222017
15.419243,0.078601,-0.777348,0.131645,0.120154,-0.057685,0.210935
15.444726,-0.025177,-0.921547,0.120385,0.131667,-0.058968,0.154190
15.474914,0.003558,-0.899877,-0.006708,0.065472,-0.027384,0.184699
15.503002,0.029373,-1.220188,-0.112474,-0.135450,-0.036235,0.070860
15.520758,-0.031380,-1.255798,-0.045991,-0.087909,-0.037590,0.038861
15.550012,-0.054927,-1.213306,-0.058533,-0.237588,0.068527,0.109500
15.573551,0.035247,-1.252182,-0.087986,-0.201822,0.075371,-0.047226
15.600912,0.073858,-1.362769,-0.136852,-0.155859,-0.045917,-0.098345
15.628172,0.104817,-1.365805,-0.115428,-0.336984,-0.056973,-0.092230
15.652560,-0.067908,-1.333023,-0.134025,-0.383359,0.002350,-0.046776
15.679920,0.046014,-1.398913,0.001209,-0.349030,0.027449,-0.241915
15.707464,0.001810,-1.242130,0.010769,-0.139344,0.098221,-0.290138
15.722575,0.021214,-1.032639,-0.119819,-0.145469,-0.059008,-0.281011
15.754931,-0.006237,-0.874185,0.117603,0.084480,-0.010112,-0.172878
15.773562,-0.044595,-0.762470,0.126265,0.237876,-0.046248,-0.088806
15.799310,0.081565,-0.683751,0.108721,0.249853,0.001665,-0.053102
15.822758,0.034726,-0.684952,0.241126,0.514745,-0.004823,0.040628
15.852138,-0.054963,-0.636612,0.140936,0.395354,-0.026364,0.163666
15.868605,-0.040851,-0.832245,0.096913,0.363860,0.132015,0.153848
15.894764,0.021685,-0.765407,0.137678,0.247395,-0.086327,0.288329
15.921775,-0.013603,-0.839126,0.084386,0.250634,-0.091624,0.175059
15.945175,0.088470,-0.794987,0.005418,0.135028,-0.030518,0.080907
15.967429,0.047590,-0.848901,0.086464,0.136938,-0.093824,0.259198
16.000000,-0.008707,-0.370050,0.340398,0.316287,0.064747,0.089644
16.019841,-0.008833,-0.646477,0.108972,0.449402,-0.104766,-0.352682
16.044746,-0.185198,-0.805101,0.198929,0.509428,-0.151865,-0.304712
16.073408,-0.114950,-1.523542,-0.128324,-0.383447,-0.204561,-0.267748
16.097927,0.033040,-1.594956,-0.061288,-0.416241,-0.065294,-0.445935
16.134692,0.098201,-1.835486,-0.292865,-0.875087,0.060412,-0.371599
16.158839,-0.019339,-2.125264,-0.510293,-0.922196,-0.039118,-0.284638
16.180890,-0.046932,-2.092616,-0.367569,-0.926665,-0.020539,0.090890
16.200882,0.307606,-1.748343,-0.305775,-0.856066,0.047496,0.642588
16.229779,-0.068130,-0.785728,-0.081997,0.272071,0.033934,0.352800
16.249994,-0.005952,-0.034881,0.275283,0.553839,-0.245175,0.490268
16.274982,0.295846,0.111647,0.425809,1.027044,0.037710,0.584740
16.303970,0.101188,0.148760,0.484525,0.909040,0.014948,0.283626
16.321643,0.181932,-0.253987,0.254014,0.825678,0.028550,0.247214
16.351939,-0.072843,-0.259742,0.206744,0.519552,0.099525,-0.108005
16.375267,0.131845,-0.461845,0.118345,0.371608,-0.143754,-0.277224
16.401067,-0.014148,-0.857993,0.093689,0.354803,-0.059981,-0.008281
16.427041,0.157790,-1.149196,-0.216489,-0.474295,0.044392,-0.124050
16.448259,-0.179880,-1.665156,-0.227836,-0.543818,-0.004083,-0.541534
16.467513,0.101497,-1.823765,-0.375648,-0.583759,0.078785,-0.337350
16.502316,0.012235,-2.072320,-0.168193,-0.890173,-0.057265,-0.309799
16.526898,-0.188084,-2.097664,-0.439847,-1.235742,0.203847,-0.202788
16.547238,-0.108196,-2.276320,0.021700,-0.885687,0.059035,0.274168
16.574475,0.056455,-1.574832,-0.164620,-0.538818,0.085337,0.350665
16.595906,0.034166,-0.226355,0.181924,0.638149,0.311842,0.450094
16.624320,0.208287,0.171247,0.258829,0.713260,0.195544,0.315617
16.653645,0.124068,0.057045,0.571161,0.733188,0.075038,0.295863
16.674806,-0.107921,-0.183904,0.539062,0.733385,0.087912,0.417671
16.704953,0.006316,-0.394512,0.248186,0.567498,-0.131964,-0.003568
16.723008,0.025201,-0.295143,0.239319,0.269914,0.235123,-0.068148
16.749731,-0.067168,-0.718894,0.126564,0.375569,-0.059150,-0.069335
16.763446,0.325410,-0.833204,-0.083787,0.171961,0.161699,-0.230481
16.802027,-0.198133,-1.516989,-0.209931,-0.343769,-0.068600,-0.364658
16.826616,0.090271,-1.581769,-0.156382,-0.739482,0.026453,-0.376516
16.844360,-0.153207,-1.808196,-0.323057,-0.818719,-0.189952,-0.261402
16.874772,0.064194,-2.213361,-0.395336,-1.012132,0.094391,0.380911
16.896610,0.005136,-1.941593,-0.489639,-1.009534,0.039832,0.066593
16.925358,0.000565,-1.558614,-0.105739,-0.517299,0.047834,0.121528
16.954156,0.187664,-0.670626,0.038850,0.527645,0.143031,0.039196
16.971176,0.142356,-0.201109,0.141852,0.885886,-0.007930,0.016337
17.003090,-0.093793,0.328914,0.092891,0.972204,-0.109086,-0.417884
17.020708,-0.011357,0.333098,0.205161,0.854116,-0.137574,-0.713293
17.052286,0.120821,-0.422221,0.172410,0.625755,0.010172,-0.567852
17.072719,-0.286870,-0.516602,-0.028835,0.321179,-0.077808,-0.512136
17.102547,-0.038641,-0.687111,0.206575,0.210729,-0.053756,-0.026253
17.121464,0.074782,-0.954694,-0.380314,-0.020657,-0.176514,0.183326
17.145541,0.090039,-1.613655,-0.209218,-0.599078,-0.001113,0.643040
17.176450,0.048874,-1.710806,-0.245451,-0.254343,-0.068150,0.520378
17.205864,0.115647,-1.736318,-0.302438,-0.747622,0.010578,0.255161
17.229693,0.368347,-2.093965,-0.309468,-1.092945,0.078518,0.103584
17.258972,-0.017612,-1.818851,-0.038731,-0.838235,-0.155520,0.026829
17.280933,-0.029829,-1.812270,-0.612217,-0.770756,0.068633,0.054229
17.304595,-0.196143,-0.420406,0.392327,0.348670,0.005046,-0.272988
17.329150,-0.016804,-0.102019,0.650966,0.928544,-0.200920,-0.139064
17.345620,0.045862,0.161768,0.715661,1.059238,0.044831,-0.261849
17.380527,0.058663,0.249652,0.131251,0.914527,-0.006600,-0.435127
17.397175,0.265188,-0.307348,0.190259,0.552877,-0.048632,-0.590084
17.425044,-0.076019,-0.665045,-0.008203,0.489571,0.123014,-0.437250
17.445236,0.061912,-0.606708,0.320589,0.388430,0.123508,-0.065717
17.473978,0.030170,-0.788037,0.333048,0.227934,-0.239148,0.333225
17.504674,0.031632,-1.434371,-0.252349,-0.321546,-0.078975,0.538169
17.524264,0.083758,-1.500004,0.017183,-0.452765,0.017457,0.413275
17.545618,-0.191120,-2.264662,-0.187758,-0.790751,-0.055793,0.188625
17.567466,0.252120,-1.964901,-0.100666,-0.790492,-0.074230,0.205132
17.602730,-0.114309,-2.339979,-0.185582,-1.106115,0.025876,0.209253
17.624473,0.098917,-1.987443,-0.335201,-0.955711,0.055980,0.192948
17.650066,-0.190788,-1.419134,-0.077298,-0.371335,0.187524,-0.043306
17.673308,-0.137590,-0.158922,0.337544,0.333990,0.021311,-0.059176
17.701550,0.034329,-0.195156,0.333894,0.901806,0.099600,-0.413256
17.721895,-0.042555,0.053806,0.396607,1.164329,-0.049920,-0.317185
17.751811,0.101346,-0.078786,0.365612,0.955359,0.164017,-0.386550
17.775509,0.110546,-0.385564,0.058113,0.614300,-0.102286,-0.454553
17.799557,-0.277566,-0.418858,0.100744,0.391456,0.112933,-0.241086
17.830341,-0.215649,-0.774398,0.400332,0.227548,-0.080643,0.287522
17.851038,0.048619,-1.409149,0.138262,-0.589947,-0.075137,0.368761
17.869769,0.015890,-1.335958,-0.297836,-0.395223,-0.049459,0.372922
17.906155,0.042947,-1.622728,-0.185614,-0.425508,-0.060170,0.458497
17.929851,0.123068,-1.952251,-0.591981,-0.676234,0.036507,0.197347
17.949864,0.009654,-2.175374,-0.538822,-1.093283,-0.056424,0.163332
17.980178,-0.016582,-2.066368,-0.317117,-0.728036,-0.077332,0.113963
17.999675,-0.097734,-1.538394,0.012460,-0.369463,-0.157258,-0.130860
18.025570,-0.012557,-0.561157,0.350271,0.475543,-0.190022,-0.121541
18.042206,-0.101316,-0.273970,0.247252,0.866888,-0.063008,-0.383518
18.079939,-0.039998,0.295140,0.356584,0.985779,-0.061227,-0.349278
18.097267,-0.097645,-0.015663,0.064261,0.898634,-0.061287,-0.536525
